0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,95.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,165.0,0.0,0.0,0,0,0.0,360.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,50.0,0.0,0,0,0.0,0.0,345.0,0,0,0.0,0.0,0.0,530.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,260.0,0,0.0,0,0,475.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,190.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,95.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,475.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,90.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,10.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,140.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,75.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,145.0,0.0,0.0,0,0,0.0,340.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,70.0,0.0,0,0,0.0,0.0,395.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,480.0,0,0,0.0,0.0,0,0,0.0,0.0,200.0,0,0,0.0,0.0,0.0,385.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,575.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,190.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,190.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,165.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,70.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,30.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
