0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
0,0,745.0,0,0,0,1225.0,0.0,0,0,360.0,0.0,1705.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0,0,50.0,0.0,0,0,0.0,0.0,530.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
0,0,475.0,0,0,0,955.0,0.0,0,0,90.0,0.0,1435.0,0.0,0
0,0,0.0,0,0,0,0.0,10.0,0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
0,0,575.0,0,0,0,1055.0,0.0,0,0,190.0,0.0,1535.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,190.0,0.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,70.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
